"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 08, 2018","1,196.20","1,188.56","1,201.02","1,184.19","920.31M","0.78%"
"Aug 07, 2018","1,186.90","1,165.15","1,190.41","1,163.30","1.03B","2.38%"
"Aug 06, 2018","1,159.31","1,172.85","1,175.73","1,151.83","856.88M","-1.55%"
"Aug 03, 2018","1,177.58","1,166.00","1,184.55","1,166.00","881.30M","0.91%"
"Aug 02, 2018","1,166.99","1,177.64","1,177.64","1,161.56","827.67M","-2.68%"
"Aug 01, 2018","1,199.08","1,196.78","1,201.94","1,185.64","788.35M","0.38%"
"Jul 31, 2018","1,194.50","1,178.23","1,197.01","1,176.49","790.98M","1.09%"
"Jul 30, 2018","1,181.66","1,171.67","1,183.80","1,165.32","688.39M","0.55%"
"Jul 27, 2018","1,175.15","1,166.18","1,180.24","1,160.03","837.11M","0.88%"
"Jul 26, 2018","1,164.89","1,177.20","1,188.94","1,147.83","1.14B","-0.61%"
"Jul 25, 2018","1,172.04","1,132.07","1,178.16","1,129.60","1.19B","3.78%"
"Jul 24, 2018","1,129.32","1,174.04","1,174.41","1,126.39","1.08B","-3.57%"
"Jul 23, 2018","1,171.07","1,155.43","1,180.23","1,155.43","746.73M","1.44%"
"Jul 20, 2018","1,154.46","1,145.65","1,156.22","1,138.92","681.43M","1.03%"
"Jul 19, 2018","1,142.64","1,140.51","1,146.70","1,132.92","863.13M","0.67%"
"Jul 18, 2018","1,135.06","1,125.76","1,135.14","1,110.10","1.19B","0.90%"
"Jul 17, 2018","1,124.95","1,100.29","1,125.04","1,099.44","1.03B","2.29%"
"Jul 16, 2018","1,099.73","1,113.60","1,117.43","1,092.41","843.01M","-0.32%"
"Jul 13, 2018","1,103.27","1,106.21","1,119.03","1,096.38","795.21M","0.15%"
"Jul 12, 2018","1,101.58","1,127.36","1,136.09","1,083.01","1.46B","-1.81%"
"Jul 11, 2018","1,121.83","1,170.39","1,170.39","1,120.42","1.40B","-5.14%"
"Jul 10, 2018","1,182.63","1,200.86","1,210.61","1,177.05","1.27B","-3.17%"
"Jul 09, 2018","1,221.38","1,225.78","1,242.90","1,214.97","956.52M","0.59%"
"Jul 06, 2018","1,214.22","1,219.53","1,226.48","1,205.21","803.84M","-0.25%"
"Jul 05, 2018","1,217.25","1,196.78","1,219.16","1,196.78","819.55M","2.06%"
"Jul 04, 2018","1,192.66","1,186.40","1,195.26","1,180.52","588.27M","0.73%"
"Jul 03, 2018","1,184.01","1,187.67","1,194.02","1,181.71","649.65M","-0.03%"
"Jul 02, 2018","1,184.42","1,174.99","1,190.02","1,169.01","673.69M","0.29%"
"Jun 29, 2018","1,181.04","1,188.15","1,195.46","1,178.25","671.25M","0.02%"
"Jun 28, 2018","1,180.83","1,174.93","1,190.13","1,170.37","736.26M","0.29%"
"Jun 27, 2018","1,177.42","1,157.87","1,180.79","1,155.42","856.64M","1.67%"
"Jun 26, 2018","1,158.07","1,152.16","1,166.99","1,149.68","654.07M","0.54%"
"Jun 25, 2018","1,151.82","1,217.13","1,218.83","1,142.98","972.31M","-1.99%"
"Jun 22, 2018","1,175.16","1,171.43","1,179.99","1,157.47","533.04M","0.82%"
"Jun 21, 2018","1,165.60","1,162.03","1,170.59","1,157.54","565.38M","0.40%"
"Jun 20, 2018","1,160.90","1,157.25","1,170.27","1,149.82","639.78M","0.04%"
"Jun 19, 2018","1,160.40","1,136.08","1,164.30","1,132.18","692.36M","1.61%"
"Jun 18, 2018","1,141.97","1,159.05","1,159.05","1,138.20","505.17M","-1.85%"
"Jun 14, 2018","1,163.54","1,148.06","1,174.53","1,140.87","351.33M","1.07%"
"Jun 13, 2018","1,151.21","1,164.93","1,175.58","1,148.75","603.87M","-1.72%"
"Jun 12, 2018","1,171.37","1,185.35","1,188.55","1,166.42","656.23M","-1.40%"
"Jun 11, 2018","1,188.06","1,176.72","1,195.03","1,146.14","887.68M","0.98%"
"Jun 08, 2018","1,176.51","1,208.37","1,208.37","1,173.35","785.87M","-3.11%"
"Jun 07, 2018","1,214.29","1,182.58","1,215.68","1,178.39","892.01M","2.35%"
"Jun 06, 2018","1,186.39","1,204.18","1,205.54","1,164.97","799.97M","-1.04%"
"Jun 05, 2018","1,198.91","1,221.45","1,224.85","1,197.51","568.66M","-1.45%"
"Jun 04, 2018","1,216.49","1,218.60","1,234.60","1,212.88","621.38M","-0.11%"
"Jun 01, 2018","1,217.87","1,237.62","1,238.63","1,203.48","928.67M","-1.51%"
"May 31, 2018","1,236.49","1,283.71","1,285.21","1,236.49","846.42M","-3.34%"
"May 30, 2018","1,279.23","1,295.66","1,306.05","1,277.29","676.60M","-1.39%"
"May 29, 2018","1,297.32","1,307.74","1,307.74","1,287.19","584.91M","-1.50%"
"May 28, 2018","1,317.01","1,292.28","1,317.01","1,291.20","639.39M","3.19%"
"May 25, 2018","1,276.32","1,256.23","1,278.39","1,250.04","717.37M","2.29%"
"May 24, 2018","1,247.75","1,272.46","1,281.91","1,244.12","884.96M","-0.77%"
"May 23, 2018","1,257.46","1,267.87","1,276.60","1,251.04","817.05M","-1.35%"
"May 22, 2018","1,274.61","1,265.84","1,280.76","1,260.58","707.37M","1.16%"
"May 21, 2018","1,260.01","1,257.91","1,272.42","1,254.64","539.37M","-0.09%"
"May 18, 2018","1,261.13","1,256.82","1,268.16","1,253.96","529.50M","0.51%"
"May 17, 2018","1,254.79","1,265.69","1,266.93","1,250.02","643.01M","-0.31%"
"May 16, 2018","1,258.67","1,249.93","1,266.75","1,237.35","772.81M","0.78%"
"May 15, 2018","1,248.96","1,256.48","1,266.35","1,243.54","746.41M","-1.74%"
"May 14, 2018","1,271.13","1,249.25","1,275.03","1,246.95","539.80M","1.64%"
"May 11, 2018","1,250.61","1,260.01","1,264.24","1,242.43","599.29M","-0.66%"
"May 10, 2018","1,258.86","1,243.44","1,258.86","1,218.36","711.08M","1.74%"
"May 09, 2018","1,237.29","1,209.26","1,248.53","1,201.67","736.01M","1.75%"
"May 08, 2018","1,215.96","1,237.26","1,240.35","1,209.44","776.31M","-1.13%"
"May 07, 2018","1,229.80","1,253.17","1,254.49","1,226.06","523.84M","-1.82%"
"May 04, 2018","1,252.55","1,254.46","1,262.43","1,239.02","807.93M","-0.32%"
"May 03, 2018","1,256.63","1,279.05","1,282.10","1,252.67","786.07M","-1.81%"
"May 02, 2018","1,279.77","1,277.93","1,285.48","1,255.61","747.90M","0.83%"
"Apr 30, 2018","1,269.28","1,320.52","1,323.22","1,263.64","579.99M","-3.52%"
"Apr 27, 2018","1,315.64","1,310.74","1,324.06","1,303.46","599.27M","0.54%"
"Apr 26, 2018","1,308.62","1,319.69","1,323.82","1,299.22","529.57M","-0.38%"
"Apr 25, 2018","1,313.62","1,350.08","1,351.27","1,304.80","779.37M","-2.36%"
"Apr 24, 2018","1,345.41","1,352.74","1,353.64","1,342.05","545.39M","-0.84%"
"Apr 20, 2018","1,356.86","1,370.16","1,370.72","1,353.90","487.84M","-1.12%"
"Apr 19, 2018","1,372.26","1,372.29","1,377.10","1,366.60","674.78M","-0.05%"
"Apr 18, 2018","1,372.97","1,328.33","1,372.97","1,315.50","963.23M","3.17%"
"Apr 17, 2018","1,330.75","1,362.41","1,364.87","1,320.96","926.47M","-1.59%"
"Apr 16, 2018","1,352.27","1,343.87","1,358.94","1,342.99","521.15M","0.86%"
"Apr 13, 2018","1,340.72","1,353.96","1,355.14","1,332.14","584.50M","-0.61%"
"Apr 12, 2018","1,348.90","1,333.43","1,350.73","1,323.40","722.62M","1.03%"
"Apr 11, 2018","1,335.11","1,346.40","1,362.62","1,304.67","864.96M","-1.25%"
"Apr 10, 2018","1,351.96","1,385.92","1,386.67","1,343.43","778.23M","-2.18%"
"Apr 09, 2018","1,382.15","1,406.98","1,408.00","1,373.52","542.42M","-1.23%"
"Apr 06, 2018","1,399.43","1,400.95","1,406.91","1,395.88","530.44M","-0.44%"
"Apr 05, 2018","1,405.65","1,393.95","1,409.57","1,390.60","855.54M","1.14%"
"Apr 04, 2018","1,389.83","1,398.32","1,399.74","1,380.38","612.83M","-0.41%"
"Apr 03, 2018","1,395.57","1,390.09","1,400.22","1,388.27","612.12M","0.19%"
"Apr 02, 2018","1,392.98","1,404.64","1,407.10","1,392.98","251.99M","-0.59%"
"Mar 30, 2018","1,401.29","1,408.06","1,414.61","1,399.15","466.45M","0.05%"
"Mar 29, 2018","1,400.63","1,386.42","1,403.69","1,381.40","521.71M","0.63%"
"Mar 28, 2018","1,391.90","1,410.63","1,415.34","1,387.92","671.03M","-1.91%"
"Mar 27, 2018","1,418.99","1,437.49","1,439.94","1,418.99","630.42M","-0.22%"
"Mar 26, 2018","1,422.17","1,434.25","1,439.00","1,420.74","840.24M","-0.38%"
"Mar 23, 2018","1,427.53","1,419.29","1,431.40","1,414.70","664.08M","-0.50%"
"Mar 22, 2018","1,434.69","1,451.57","1,454.15","1,434.07","509.21M","-0.54%"
"Mar 21, 2018","1,442.48","1,428.89","1,444.28","1,426.86","594.37M","1.12%"
"Mar 20, 2018","1,426.49","1,420.12","1,430.20","1,407.94","544.99M","1.01%"
"Mar 19, 2018","1,412.23","1,436.29","1,436.43","1,411.93","391.02M","-1.77%"
"Mar 16, 2018","1,437.61","1,443.42","1,446.29","1,432.77","399.32M","-0.04%"
"Mar 15, 2018","1,438.22","1,448.67","1,450.68","1,435.53","412.23M","-0.38%"
"Mar 14, 2018","1,443.73","1,451.93","1,461.00","1,441.08","428.27M","-0.52%"
"Mar 13, 2018","1,451.26","1,453.40","1,456.42","1,444.48","506.32M","-0.07%"
"Mar 12, 2018","1,452.31","1,443.38","1,458.68","1,443.38","500.98M","1.37%"
"Mar 09, 2018","1,432.71","1,433.01","1,437.45","1,427.47","377.32M","0.28%"
"Mar 08, 2018","1,428.76","1,433.99","1,440.12","1,427.97","405.85M","-0.28%"
"Mar 07, 2018","1,432.76","1,427.54","1,434.77","1,422.22","460.02M","-0.06%"
"Mar 06, 2018","1,433.59","1,443.92","1,445.84","1,433.50","524.16M","-0.18%"
"Mar 05, 2018","1,436.17","1,439.14","1,444.86","1,432.45","353.53M","-0.07%"
"Mar 02, 2018","1,437.16","1,443.04","1,446.71","1,429.49","446.88M","-0.70%"
"Mar 01, 2018","1,447.36","1,460.59","1,466.15","1,445.21","528.72M","-1.24%"
"Feb 28, 2018","1,465.54","1,458.20","1,469.54","1,456.74","559.40M","0.13%"
"Feb 27, 2018","1,463.67","1,465.80","1,469.71","1,459.29","523.11M","0.05%"
"Feb 26, 2018","1,462.93","1,456.02","1,464.05","1,453.90","400.54M","1.15%"
"Feb 23, 2018","1,446.24","1,444.15","1,450.45","1,439.39","463.96M","0.68%"
"Feb 22, 2018","1,436.44","1,428.33","1,438.90","1,418.44","602.18M","0.39%"
"Feb 21, 2018","1,430.81","1,413.25","1,430.81","1,409.75","529.70M","2.67%"
"Feb 20, 2018","1,393.59","1,431.42","1,437.78","1,391.39","538.45M","-2.29%"
"Feb 19, 2018","1,426.26","1,441.31","1,447.55","1,420.22","484.22M","-0.55%"
"Feb 16, 2018","1,434.19","1,437.60","1,446.84","1,426.73","466.96M","0.29%"
"Feb 15, 2018","1,430.02","1,408.35","1,430.94","1,408.35","469.42M","2.67%"
"Feb 14, 2018","1,392.80","1,417.39","1,421.26","1,390.57","441.94M","-0.97%"
"Feb 13, 2018","1,406.46","1,413.53","1,420.24","1,405.52","433.60M","-0.07%"
"Feb 12, 2018","1,407.47","1,404.23","1,414.56","1,402.58","423.93M","1.14%"
"Feb 09, 2018","1,391.65","1,384.28","1,400.05","1,377.14","511.20M","-0.47%"
"Feb 08, 2018","1,398.22","1,417.47","1,419.49","1,393.19","529.65M","-1.07%"
"Feb 07, 2018","1,413.30","1,423.63","1,426.24","1,411.48","604.13M","-0.08%"
"Feb 06, 2018","1,414.43","1,397.77","1,420.22","1,393.49","632.32M","-1.05%"
"Feb 05, 2018","1,429.42","1,439.94","1,445.31","1,426.33","556.84M","-1.08%"
"Feb 02, 2018","1,444.97","1,460.41","1,463.76","1,440.64","471.71M","-0.82%"
"Feb 01, 2018","1,456.96","1,470.76","1,482.57","1,451.96","609.50M","-0.54%"
"Jan 31, 2018","1,464.81","1,462.32","1,472.81","1,459.38","520.84M","0.47%"
"Jan 30, 2018","1,457.93","1,470.21","1,480.03","1,457.93","623.56M","-1.45%"
"Jan 29, 2018","1,479.36","1,487.33","1,488.73","1,459.93","545.03M","0.04%"
"Jan 26, 2018","1,478.80","1,455.98","1,478.80","1,454.12","602.05M","1.93%"
"Jan 25, 2018","1,450.85","1,463.23","1,473.25","1,450.67","701.42M","-0.86%"
"Jan 24, 2018","1,463.44","1,448.47","1,463.44","1,443.11","602.68M","1.08%"
"Jan 23, 2018","1,447.76","1,442.85","1,456.21","1,436.60","615.00M","0.89%"
"Jan 22, 2018","1,434.94","1,414.60","1,434.94","1,410.04","496.47M","1.94%"
"Jan 19, 2018","1,407.70","1,428.11","1,432.37","1,405.74","500.48M","-1.55%"
"Jan 18, 2018","1,429.85","1,435.00","1,443.17","1,421.57","629.87M","0.13%"
"Jan 17, 2018","1,428.00","1,398.06","1,428.37","1,388.42","665.14M","2.08%"
"Jan 16, 2018","1,398.93","1,363.92","1,399.87","1,357.06","705.28M","2.14%"
"Jan 15, 2018","1,369.63","1,395.09","1,409.99","1,369.63","593.11M","-2.15%"
"Jan 12, 2018","1,399.71","1,405.37","1,413.65","1,398.35","577.61M","-0.11%"
"Jan 11, 2018","1,401.23","1,396.83","1,401.23","1,379.20","592.71M","1.00%"
"Jan 10, 2018","1,387.31","1,403.64","1,404.41","1,378.92","661.38M","-1.39%"
"Jan 09, 2018","1,406.86","1,423.33","1,428.26","1,405.52","565.60M","-1.15%"
"Jan 08, 2018","1,423.23","1,440.58","1,444.20","1,422.18","569.94M","-0.45%"
"Jan 05, 2018","1,429.72","1,424.40","1,436.79","1,419.95","587.58M","0.98%"
"Jan 04, 2018","1,415.91","1,427.41","1,442.18","1,411.73","706.66M","-0.81%"
"Jan 03, 2018","1,427.41","1,451.97","1,460.28","1,423.56","687.26M","-1.52%"
"Jan 02, 2018","1,449.47","1,426.61","1,452.06","1,425.16","523.25M","1.99%"
"Dec 29, 2017","1,421.12","1,412.95","1,428.88","1,407.60","440.88M","0.79%"
"Dec 28, 2017","1,410.01","1,382.19","1,410.87","1,382.19","512.65M","2.35%"
"Dec 27, 2017","1,377.63","1,373.46","1,378.90","1,368.16","438.03M","0.13%"
"Dec 26, 2017","1,375.83","1,376.94","1,379.18","1,371.52","334.91M","0.25%"
"Dec 25, 2017","1,372.41","1,373.75","1,377.07","1,368.42","226.25M","0.51%"
"Dec 22, 2017","1,365.47","1,376.47","1,379.99","1,363.88","449.54M","-0.24%"
"Dec 21, 2017","1,368.82","1,362.23","1,375.64","1,361.86","502.30M","0.82%"
"Dec 20, 2017","1,357.72","1,354.00","1,361.33","1,345.20","480.49M","0.32%"
"Dec 19, 2017","1,353.39","1,358.82","1,366.86","1,353.38","529.76M","-0.17%"
"Dec 18, 2017","1,355.73","1,352.10","1,364.19","1,351.64","581.85M","0.69%"
"Dec 15, 2017","1,346.45","1,351.38","1,356.35","1,342.51","587.05M","-0.50%"
"Dec 14, 2017","1,353.24","1,342.97","1,357.69","1,331.47","809.21M","1.58%"
"Dec 13, 2017","1,332.14","1,345.65","1,349.81","1,327.64","520.94M","-0.77%"
"Dec 12, 2017","1,342.54","1,343.82","1,348.99","1,332.95","537.00M","-0.17%"
"Dec 11, 2017","1,344.81","1,340.77","1,347.76","1,336.06","605.13M","1.18%"
"Dec 08, 2017","1,329.17","1,314.49","1,332.89","1,311.34","580.38M","1.51%"
"Dec 07, 2017","1,309.44","1,298.01","1,313.84","1,293.11","469.50M","1.14%"
"Dec 06, 2017","1,294.63","1,310.97","1,314.30","1,291.78","548.41M","-1.11%"
"Dec 05, 2017","1,309.17","1,301.89","1,313.88","1,294.34","665.97M","1.25%"
"Dec 04, 2017","1,292.98","1,270.49","1,294.44","1,270.34","486.36M","1.62%"
"Dec 01, 2017","1,272.34","1,277.89","1,281.94","1,266.67","481.40M","-0.54%"
"Nov 30, 2017","1,279.23","1,266.57","1,282.93","1,261.41","676.31M","1.72%"
"Nov 29, 2017","1,257.65","1,256.50","1,267.22","1,246.51","530.08M","0.37%"
"Nov 28, 2017","1,253.07","1,284.78","1,304.35","1,253.07","731.47M","-2.54%"
"Nov 27, 2017","1,285.72","1,286.72","1,297.10","1,276.89","481.58M","0.09%"
"Nov 24, 2017","1,284.50","1,285.18","1,293.73","1,279.08","520.49M","-0.39%"
"Nov 23, 2017","1,289.49","1,307.44","1,314.69","1,283.90","573.45M","-0.98%"
"Nov 22, 2017","1,302.25","1,293.09","1,304.70","1,271.43","747.00M","0.76%"
"Nov 21, 2017","1,292.39","1,267.07","1,295.94","1,265.76","752.28M","1.21%"
"Nov 20, 2017","1,276.97","1,308.84","1,308.89","1,272.52","585.33M","-2.32%"
"Nov 17, 2017","1,307.35","1,319.58","1,322.14","1,299.41","598.73M","-0.46%"
"Nov 16, 2017","1,313.45","1,326.25","1,337.87","1,311.07","611.12M","-0.67%"
"Nov 15, 2017","1,322.25","1,349.49","1,359.55","1,322.02","757.48M","-2.17%"
"Nov 14, 2017","1,351.55","1,333.59","1,358.79","1,323.25","705.88M","1.42%"
"Nov 13, 2017","1,332.60","1,341.87","1,344.61","1,319.91","578.58M","-0.02%"
"Nov 10, 2017","1,332.91","1,350.92","1,353.72","1,329.64","603.92M","-1.14%"
"Nov 09, 2017","1,348.27","1,375.04","1,377.95","1,343.83","679.00M","-1.66%"
"Nov 08, 2017","1,371.06","1,385.65","1,387.51","1,357.62","716.94M","-0.57%"
"Nov 07, 2017","1,378.95","1,407.69","1,411.02","1,378.95","753.98M","-1.85%"
"Nov 06, 2017","1,404.93","1,373.38","1,417.89","1,371.52","724.85M","2.89%"
"Nov 03, 2017","1,365.53","1,391.38","1,395.87","1,356.81","751.45M","-1.82%"
"Nov 02, 2017","1,390.78","1,405.84","1,409.89","1,385.59","811.50M","0.06%"
"Nov 01, 2017","1,389.96","1,354.47","1,396.48","1,351.36","845.73M","2.92%"
"Oct 31, 2017","1,350.49","1,331.64","1,350.49","1,329.03","557.26M","1.69%"
"Oct 30, 2017","1,328.09","1,333.80","1,336.86","1,325.78","468.56M","0.47%"
"Oct 27, 2017","1,321.87","1,312.01","1,324.40","1,309.52","626.29M","0.53%"
"Oct 26, 2017","1,314.84","1,327.26","1,334.99","1,314.84","517.52M","-1.01%"
"Oct 25, 2017","1,328.27","1,318.90","1,330.08","1,318.80","511.97M","1.05%"
"Oct 24, 2017","1,314.53","1,318.97","1,324.20","1,313.44","550.70M","-0.06%"
"Oct 23, 2017","1,315.31","1,327.05","1,327.05","1,315.31","468.04M","-1.23%"
"Oct 20, 2017","1,331.73","1,334.66","1,341.60","1,323.88","617.61M","0.10%"
"Oct 19, 2017","1,330.44","1,316.46","1,330.53","1,313.93","488.70M","1.54%"
"Oct 18, 2017","1,310.27","1,317.93","1,319.03","1,307.54","549.21M","-0.09%"
"Oct 17, 2017","1,311.48","1,307.67","1,321.21","1,306.18","526.13M","0.44%"
"Oct 16, 2017","1,305.78","1,307.31","1,312.71","1,300.67","536.94M","0.20%"
"Oct 13, 2017","1,303.22","1,301.15","1,308.64","1,291.15","558.14M","0.26%"
"Oct 12, 2017","1,299.79","1,288.35","1,299.79","1,281.07","548.00M","2.16%"
"Oct 11, 2017","1,272.32","1,262.07","1,283.63","1,257.71","749.72M","0.54%"
"Oct 10, 2017","1,265.53","1,254.77","1,267.99","1,249.99","567.69M","2.08%"
"Oct 09, 2017","1,239.79","1,227.39","1,239.79","1,213.57","775.81M","-2.76%"
"Oct 06, 2017","1,274.96","1,274.81","1,275.93","1,266.62","461.55M","-0.17%"
"Oct 05, 2017","1,277.14","1,282.73","1,286.58","1,275.66","488.07M","-0.20%"
"Oct 04, 2017","1,279.71","1,276.43","1,284.75","1,274.16","594.25M","0.61%"
"Oct 03, 2017","1,271.93","1,272.75","1,278.85","1,265.62","573.81M","-0.05%"
"Oct 02, 2017","1,272.53","1,261.15","1,274.75","1,260.01","450.93M","0.90%"
"Sep 29, 2017","1,261.15","1,264.35","1,267.11","1,253.64","516.37M","0.09%"
"Sep 28, 2017","1,260.05","1,242.68","1,263.74","1,240.18","536.88M","1.31%"
"Sep 27, 2017","1,243.77","1,278.45","1,279.84","1,243.77","599.88M","-2.75%"
"Sep 26, 2017","1,278.94","1,265.91","1,281.67","1,259.11","526.65M","1.59%"
"Sep 25, 2017","1,258.98","1,273.04","1,273.04","1,251.84","577.25M","-1.53%"
"Sep 22, 2017","1,278.60","1,282.09","1,285.32","1,269.32","470.29M","0.20%"
"Sep 21, 2017","1,276.06","1,288.08","1,293.57","1,273.98","426.63M","-1.24%"
"Sep 20, 2017","1,292.11","1,290.80","1,295.26","1,281.85","518.54M","0.45%"
"Sep 19, 2017","1,286.36","1,305.42","1,308.42","1,282.96","633.99M","-1.50%"
"Sep 18, 2017","1,305.96","1,322.18","1,322.93","1,305.92","528.45M","-0.96%"
"Sep 15, 2017","1,318.62","1,327.29","1,329.10","1,318.62","392.72M","-0.58%"
"Sep 14, 2017","1,326.37","1,325.34","1,333.44","1,317.77","600.13M","0.18%"
"Sep 13, 2017","1,323.97","1,336.15","1,340.73","1,323.97","592.58M","-0.94%"
"Sep 12, 2017","1,336.56","1,341.72","1,343.74","1,330.44","655.25M","-0.30%"
"Sep 11, 2017","1,340.58","1,335.93","1,345.99","1,334.45","585.00M","0.89%"
"Sep 08, 2017","1,328.69","1,346.76","1,348.50","1,324.24","588.73M","-1.30%"
"Sep 07, 2017","1,346.13","1,346.89","1,352.48","1,338.64","690.50M","-0.09%"
"Sep 06, 2017","1,347.32","1,338.91","1,351.01","1,334.78","655.95M","0.71%"
"Sep 05, 2017","1,337.83","1,358.26","1,359.66","1,336.32","486.69M","-1.21%"
"Aug 31, 2017","1,354.27","1,360.77","1,361.30","1,353.03","205.80M","-0.43%"
"Aug 29, 2017","1,360.10","1,356.82","1,360.10","1,346.93","582.46M","0.10%"
"Aug 28, 2017","1,358.76","1,356.19","1,360.53","1,352.41","333.25M","0.59%"
"Aug 25, 2017","1,350.80","1,344.01","1,357.34","1,341.68","304.44M","0.57%"
"Aug 24, 2017","1,343.18","1,342.56","1,355.57","1,341.35","460.23M","0.24%"
"Aug 23, 2017","1,339.91","1,336.13","1,343.30","1,334.87","396.49M","0.36%"
"Aug 22, 2017","1,335.14","1,340.98","1,344.57","1,332.46","398.94M","-0.10%"
"Aug 21, 2017","1,336.47","1,317.73","1,340.25","1,312.23","435.07M","1.37%"
"Aug 18, 2017","1,318.37","1,308.40","1,319.24","1,302.64","379.20M","0.30%"
"Aug 17, 2017","1,314.43","1,321.61","1,324.97","1,309.14","526.89M","-0.05%"
"Aug 16, 2017","1,315.10","1,318.47","1,326.95","1,291.61","692.68M","-0.00%"
"Aug 15, 2017","1,315.16","1,350.38","1,352.90","1,315.16","661.03M","-2.17%"
"Aug 14, 2017","1,344.39","1,323.66","1,345.31","1,323.66","583.53M","2.47%"
"Aug 11, 2017","1,312.04","1,317.69","1,319.69","1,301.34","545.20M","-0.85%"
"Aug 10, 2017","1,323.34","1,337.63","1,344.33","1,323.34","398.41M","-0.89%"
"Aug 09, 2017","1,335.23","1,342.83","1,343.07","1,332.79","435.04M","-0.93%"
"Aug 08, 2017","1,347.82","1,351.97","1,356.52","1,344.93","387.95M","-0.12%"
"Aug 07, 2017","1,349.40","1,342.37","1,352.14","1,342.34","403.24M","1.04%"
"Aug 04, 2017","1,335.55","1,318.68","1,337.04","1,318.18","466.72M","1.43%"
"Aug 03, 2017","1,316.72","1,314.04","1,318.62","1,311.87","376.33M","0.73%"
"Aug 02, 2017","1,307.24","1,305.93","1,311.43","1,300.97","428.34M","0.27%"
"Aug 01, 2017","1,303.75","1,324.88","1,326.40","1,302.76","480.80M","-1.28%"
"Jul 31, 2017","1,320.65","1,325.21","1,328.43","1,318.25","356.53M","-0.16%"
"Jul 28, 2017","1,322.80","1,329.64","1,329.64","1,321.51","355.35M","-0.65%"
"Jul 27, 2017","1,331.44","1,324.72","1,334.07","1,324.53","397.50M","1.09%"
"Jul 26, 2017","1,317.02","1,318.60","1,322.40","1,313.73","381.09M","0.02%"
"Jul 25, 2017","1,316.76","1,318.65","1,323.53","1,316.62","437.28M","0.21%"
"Jul 24, 2017","1,314.04","1,320.93","1,324.84","1,312.31","454.71M","-0.18%"
"Jul 21, 2017","1,316.39","1,312.38","1,321.25","1,306.73","493.22M","-0.00%"
"Jul 20, 2017","1,316.40","1,327.63","1,329.32","1,314.91","514.83M","-0.67%"
"Jul 19, 2017","1,325.34","1,307.65","1,327.47","1,307.65","479.47M","1.77%"
"Jul 18, 2017","1,302.23","1,308.97","1,309.31","1,300.32","351.85M","-0.52%"
"Jul 17, 2017","1,309.10","1,298.13","1,311.63","1,295.26","443.99M","1.03%"
"Jul 14, 2017","1,295.81","1,284.74","1,296.23","1,283.44","354.38M","1.07%"
"Jul 13, 2017","1,282.10","1,279.84","1,291.76","1,276.86","500.00M","0.28%"
"Jul 12, 2017","1,278.53","1,269.30","1,284.58","1,268.71","536.77M","0.67%"
"Jul 11, 2017","1,270.02","1,242.49","1,274.96","1,240.41","638.13M","2.21%"
"Jul 10, 2017","1,242.50","1,235.62","1,243.84","1,235.62","320.37M","1.08%"
"Jul 07, 2017","1,229.24","1,236.91","1,239.62","1,229.24","340.06M","-0.56%"
"Jul 06, 2017","1,236.15","1,238.41","1,244.84","1,232.28","589.68M","-0.07%"
"Jul 05, 2017","1,237.04","1,243.36","1,244.93","1,237.04","374.02M","-0.45%"
"Jul 04, 2017","1,242.57","1,233.34","1,242.57","1,232.07","477.87M","0.74%"
"Jul 03, 2017","1,233.43","1,235.08","1,239.26","1,232.12","306.51M","0.03%"
"Jun 30, 2017","1,233.08","1,228.25","1,237.58","1,225.32","352.90M","0.19%"
"Jun 29, 2017","1,230.75","1,239.14","1,240.45","1,228.21","416.87M","-0.40%"
"Jun 28, 2017","1,235.65","1,220.02","1,235.65","1,219.37","474.98M","1.04%"
"Jun 23, 2017","1,222.93","1,228.82","1,229.92","1,222.20","279.19M","-0.37%"
"Jun 22, 2017","1,227.48","1,225.23","1,227.89","1,219.76","277.17M","0.61%"
"Jun 21, 2017","1,219.98","1,216.01","1,222.82","1,210.35","273.73M","0.19%"
"Jun 20, 2017","1,217.64","1,224.08","1,226.67","1,214.60","312.60M","-0.18%"
"Jun 19, 2017","1,219.84","1,212.00","1,219.84","1,212.00","318.99M","1.20%"
"Jun 16, 2017","1,205.32","1,211.71","1,215.21","1,202.13","309.04M","-0.54%"
"Jun 15, 2017","1,211.85","1,216.54","1,217.80","1,207.86","375.51M","-0.92%"
"Jun 14, 2017","1,223.10","1,221.78","1,226.42","1,216.23","406.01M","0.28%"
"Jun 13, 2017","1,219.69","1,226.56","1,229.64","1,214.49","544.16M","-0.23%"
"Jun 12, 2017","1,222.53","1,214.45","1,225.86","1,214.17","439.25M","0.59%"
"Jun 09, 2017","1,215.31","1,208.57","1,220.19","1,208.57","449.47M","1.00%"
"Jun 08, 2017","1,203.23","1,203.75","1,204.71","1,198.37","420.95M","0.30%"
"Jun 07, 2017","1,199.66","1,209.23","1,213.99","1,197.50","666.99M","-0.68%"
"Jun 06, 2017","1,207.90","1,205.99","1,210.68","1,200.05","515.02M","0.15%"
"Jun 05, 2017","1,206.13","1,218.44","1,220.22","1,201.75","604.62M","-0.73%"
"Jun 02, 2017","1,214.96","1,204.92","1,214.96","1,203.50","424.81M","1.62%"
"Jun 01, 2017","1,195.60","1,201.55","1,201.95","1,189.30","485.68M","-0.16%"
