"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 28, 2019","1,232.81","1,241.24","1,243.49","1,232.81","204.52M","-0.54%"
"Oct 25, 2019","1,239.52","1,240.52","1,245.83","1,237.60","562.46M","-0.19%"
"Oct 24, 2019","1,241.90","1,243.81","1,253.24","1,238.20","966.51M","0.53%"
"Oct 23, 2019","1,235.32","1,222.85","1,236.12","1,220.19","872.90M","1.96%"
"Oct 22, 2019","1,211.59","1,206.87","1,218.14","1,203.31","699.86M","0.59%"
"Oct 21, 2019","1,204.50","1,220.75","1,220.75","1,202.16","595.52M","-1.30%"
"Oct 18, 2019","1,220.40","1,221.90","1,225.38","1,215.75","770.18M","3.74%"
"Oct 17, 2019","1,176.40","1,165.93","1,179.73","1,150.90","592.64M","0.87%"
"Oct 16, 2019","1,166.21","1,158.08","1,169.77","1,153.30","667.66M","-1.29%"
"Oct 15, 2019","1,181.49","1,187.42","1,190.59","1,177.08","940.00M","1.29%"
"Oct 14, 2019","1,166.48","1,214.52","1,217.13","1,160.29","1.37B","-5.11%"
"Oct 11, 2019","1,229.25","1,231.56","1,239.47","1,225.62","927.65M","0.24%"
"Oct 10, 2019","1,226.28","1,240.86","1,244.49","1,209.91","1.17B","-0.81%"
"Oct 09, 2019","1,236.24","1,266.80","1,272.51","1,235.69","1.03B","-2.15%"
"Oct 08, 2019","1,263.44","1,264.47","1,276.10","1,247.69","1.48B","-0.73%"
"Oct 07, 2019","1,272.77","1,276.44","1,302.61","1,266.68","1.38B","-0.51%"
"Oct 04, 2019","1,279.31","1,275.79","1,284.26","1,270.60","833.70M","0.67%"
"Oct 03, 2019","1,270.85","1,286.97","1,298.85","1,261.72","928.47M","-0.87%"
"Oct 02, 2019","1,281.98","1,286.70","1,295.83","1,277.44","959.40M","-0.44%"
"Oct 01, 2019","1,287.61","1,308.21","1,308.23","1,278.70","1.12B","-1.38%"
"Sep 30, 2019","1,305.59","1,315.50","1,317.41","1,304.61","1.06B","-0.21%"
"Sep 27, 2019","1,308.31","1,266.37","1,309.43","1,266.37","1.48B","3.59%"
"Sep 26, 2019","1,262.99","1,276.27","1,278.68","1,262.24","820.06M","-0.75%"
"Sep 25, 2019","1,272.49","1,259.08","1,272.49","1,257.16","800.45M","0.85%"
"Sep 24, 2019","1,261.82","1,256.55","1,266.79","1,256.55","987.44M","1.94%"
"Sep 23, 2019","1,237.80","1,243.05","1,246.63","1,231.96","784.93M","-0.23%"
"Sep 20, 2019","1,240.71","1,245.66","1,250.48","1,236.92","1.21B","-0.07%"
"Sep 19, 2019","1,241.55","1,265.51","1,266.05","1,237.60","1.10B","-1.77%"
"Sep 18, 2019","1,263.93","1,258.77","1,265.78","1,245.81","1.03B","0.38%"
"Sep 17, 2019","1,259.19","1,275.19","1,275.19","1,252.19","1.21B","-1.19%"
"Sep 16, 2019","1,274.38","1,275.39","1,284.90","1,269.51","904.68M","-0.69%"
"Sep 13, 2019","1,283.23","1,280.39","1,285.63","1,273.71","776.96M","0.47%"
"Sep 12, 2019","1,277.19","1,273.59","1,283.53","1,266.78","1.11B","0.68%"
"Sep 11, 2019","1,268.52","1,263.51","1,272.37","1,259.87","952.45M","0.78%"
"Sep 10, 2019","1,258.65","1,249.33","1,260.98","1,245.81","1.04B","0.72%"
"Sep 09, 2019","1,249.64","1,238.33","1,257.02","1,238.33","1.02B","1.89%"
"Sep 06, 2019","1,226.44","1,242.38","1,245.29","1,225.83","901.96M","-1.42%"
"Sep 05, 2019","1,244.15","1,248.23","1,252.47","1,238.16","1.03B","0.24%"
"Sep 04, 2019","1,241.21","1,237.88","1,244.24","1,231.31","853.56M","1.17%"
"Sep 03, 2019","1,226.90","1,219.97","1,235.63","1,214.70","960.76M","0.45%"
"Sep 02, 2019","1,221.36","1,198.83","1,225.25","1,198.83","780.73M","1.89%"
"Aug 29, 2019","1,198.72","1,192.70","1,205.08","1,188.07","737.69M","0.64%"
"Aug 28, 2019","1,191.06","1,200.44","1,201.52","1,183.52","802.60M","-0.30%"
"Aug 27, 2019","1,194.62","1,212.36","1,212.36","1,192.28","864.45M","-1.20%"
"Aug 26, 2019","1,209.07","1,190.48","1,213.37","1,190.48","794.53M","-0.08%"
"Aug 23, 2019","1,210.01","1,190.80","1,213.53","1,184.14","844.27M","1.96%"
"Aug 22, 2019","1,186.74","1,190.58","1,196.15","1,173.26","804.05M","-0.14%"
"Aug 21, 2019","1,188.46","1,194.74","1,198.25","1,184.80","766.70M","-0.37%"
"Aug 20, 2019","1,192.85","1,187.76","1,201.22","1,184.88","795.94M","0.64%"
"Aug 19, 2019","1,185.32","1,203.43","1,206.03","1,182.64","745.96M","-0.61%"
"Aug 16, 2019","1,192.60","1,213.82","1,218.24","1,192.60","769.65M","-1.09%"
"Aug 15, 2019","1,205.70","1,230.54","1,231.21","1,204.64","781.10M","-2.95%"
"Aug 09, 2019","1,242.37","1,241.21","1,249.10","1,234.22","702.63M","0.18%"
"Aug 08, 2019","1,240.15","1,242.32","1,244.34","1,222.53","826.39M","0.90%"
"Aug 07, 2019","1,229.14","1,255.48","1,257.48","1,224.25","875.45M","-1.63%"
"Aug 06, 2019","1,249.50","1,240.72","1,256.09","1,239.24","674.14M","1.04%"
"Aug 05, 2019","1,236.63","1,246.05","1,253.95","1,233.78","656.84M","-1.07%"
"Aug 02, 2019","1,250.05","1,275.39","1,277.37","1,249.28","691.10M","-2.38%"
"Aug 01, 2019","1,280.50","1,273.62","1,283.30","1,269.05","790.57M","-0.25%"
"Jul 31, 2019","1,283.66","1,296.96","1,296.97","1,275.71","826.93M","-0.66%"
"Jul 30, 2019","1,292.17","1,306.00","1,306.19","1,282.85","833.21M","-0.91%"
"Jul 29, 2019","1,304.06","1,300.37","1,306.10","1,291.55","666.94M","0.57%"
"Jul 26, 2019","1,296.73","1,288.52","1,302.38","1,278.32","785.14M","0.87%"
"Jul 25, 2019","1,285.57","1,310.21","1,315.16","1,279.90","1.26B","-1.67%"
"Jul 24, 2019","1,307.45","1,298.94","1,307.45","1,284.25","871.32M","0.94%"
"Jul 23, 2019","1,295.30","1,276.23","1,300.93","1,274.17","893.86M","1.64%"
"Jul 22, 2019","1,274.44","1,285.50","1,288.93","1,271.44","660.10M","-0.91%"
"Jul 19, 2019","1,286.18","1,293.51","1,299.91","1,283.34","1.11B","0.30%"
"Jul 18, 2019","1,282.37","1,256.88","1,286.34","1,252.15","1.06B","1.91%"
"Jul 17, 2019","1,258.39","1,239.96","1,260.39","1,234.33","949.87M","1.90%"
"Jul 16, 2019","1,234.89","1,233.23","1,245.81","1,229.56","797.20M","1.02%"
"Jul 12, 2019","1,222.39","1,251.77","1,257.52","1,219.27","1.01B","-2.29%"
"Jul 11, 2019","1,250.98","1,251.44","1,255.18","1,244.59","881.13M","0.88%"
"Jul 10, 2019","1,240.08","1,217.55","1,242.29","1,210.86","1.09B","1.87%"
"Jul 09, 2019","1,217.27","1,240.26","1,245.40","1,216.55","1.16B","-1.84%"
"Jul 08, 2019","1,240.12","1,234.59","1,245.42","1,231.31","974.67M","-1.10%"
"Jul 05, 2019","1,253.86","1,250.10","1,264.72","1,247.40","1.06B","0.30%"
"Jul 04, 2019","1,250.16","1,252.70","1,256.38","1,237.72","686.35M","0.21%"
"Jul 03, 2019","1,247.57","1,260.77","1,261.32","1,244.54","827.70M","-0.75%"
"Jul 02, 2019","1,257.05","1,254.00","1,260.12","1,244.97","987.91M","0.27%"
"Jul 01, 2019","1,253.67","1,239.04","1,256.68","1,234.27","1.25B","3.67%"
"Jun 28, 2019","1,209.24","1,198.26","1,211.36","1,194.96","662.03M","1.17%"
"Jun 27, 2019","1,195.21","1,191.54","1,200.35","1,191.39","760.54M","0.79%"
"Jun 26, 2019","1,185.82","1,195.80","1,199.87","1,182.21","723.12M","-0.74%"
"Jun 25, 2019","1,194.69","1,190.95","1,202.84","1,184.96","921.34M","0.13%"
"Jun 24, 2019","1,193.19","1,205.09","1,206.89","1,189.32","968.34M","1.32%"
"Jun 21, 2019","1,177.67","1,176.35","1,180.83","1,163.79","802.87M","-0.05%"
"Jun 20, 2019","1,178.31","1,192.92","1,203.41","1,177.29","1.32B","-0.12%"
"Jun 19, 2019","1,179.72","1,175.45","1,186.39","1,166.88","1.04B","0.08%"
"Jun 18, 2019","1,178.81","1,154.96","1,179.42","1,151.34","922.06M","2.10%"
"Jun 17, 2019","1,154.61","1,131.16","1,158.13","1,129.22","813.37M","1.72%"
"Jun 14, 2019","1,135.09","1,136.10","1,141.85","1,124.67","719.66M","0.33%"
"Jun 13, 2019","1,131.36","1,152.70","1,152.70","1,131.18","733.14M","-2.37%"
"Jun 12, 2019","1,158.83","1,160.31","1,173.28","1,155.48","777.05M","-0.23%"
"Jun 11, 2019","1,161.51","1,182.00","1,185.25","1,159.47","960.83M","-1.47%"
"Jun 10, 2019","1,178.88","1,175.37","1,184.28","1,164.90","1.01B","0.20%"
"Jun 07, 2019","1,176.52","1,132.81","1,176.52","1,128.47","751.72M","4.13%"
"Jun 03, 2019","1,129.87","1,129.40","1,136.63","1,121.92","250.97M","-0.31%"
"May 31, 2019","1,133.40","1,121.21","1,133.40","1,110.95","735.50M","0.83%"
"May 30, 2019","1,124.05","1,099.24","1,124.05","1,099.24","932.82M","3.31%"
"May 29, 2019","1,088.01","1,084.44","1,095.24","1,079.90","707.38M","0.54%"
"May 28, 2019","1,082.12","1,074.70","1,097.83","1,074.70","900.58M","1.39%"
"May 27, 2019","1,067.26","1,081.12","1,086.74","1,064.27","570.35M","-0.77%"
"May 24, 2019","1,075.51","1,062.48","1,081.70","1,061.84","920.37M","1.70%"
"May 23, 2019","1,057.52","1,043.24","1,059.51","1,043.24","763.31M","1.20%"
"May 22, 2019","1,045.03","1,062.17","1,070.32","1,045.03","751.16M","-1.97%"
"May 21, 2019","1,066.01","1,087.97","1,090.59","1,061.30","785.56M","-1.83%"
"May 20, 2019","1,085.87","1,086.63","1,090.07","1,081.57","651.28M","0.08%"
"May 17, 2019","1,084.98","1,085.79","1,094.95","1,080.73","826.74M","-0.43%"
"May 16, 2019","1,089.69","1,096.09","1,106.89","1,088.02","865.87M","-0.24%"
"May 15, 2019","1,092.30","1,099.65","1,100.12","1,073.45","806.62M","-0.65%"
"May 14, 2019","1,099.47","1,077.85","1,099.47","1,071.15","935.04M","2.40%"
"May 13, 2019","1,073.72","1,101.70","1,103.09","1,062.14","889.87M","-2.45%"
"May 10, 2019","1,100.69","1,113.00","1,117.98","1,097.68","739.35M","-0.22%"
"May 09, 2019","1,103.08","1,124.48","1,128.77","1,102.65","687.26M","-1.93%"
"May 08, 2019","1,124.82","1,130.44","1,141.88","1,117.46","745.21M","-1.41%"
"May 07, 2019","1,140.95","1,133.69","1,147.43","1,132.58","701.93M","-1.79%"
"May 06, 2019","1,161.79","1,159.76","1,163.36","1,142.57","473.79M","-0.94%"
"May 03, 2019","1,172.85","1,175.01","1,178.06","1,165.33","438.77M","-0.09%"
"May 02, 2019","1,173.85","1,194.44","1,198.64","1,170.31","530.10M","-1.37%"
"Apr 30, 2019","1,190.12","1,180.36","1,194.31","1,180.36","685.61M","1.02%"
"Apr 29, 2019","1,178.13","1,184.68","1,185.59","1,174.38","635.32M","-0.29%"
"Apr 26, 2019","1,181.50","1,182.52","1,186.98","1,172.03","564.27M","0.35%"
"Apr 25, 2019","1,177.36","1,202.09","1,204.03","1,169.16","722.13M","-1.90%"
"Apr 24, 2019","1,200.16","1,196.83","1,205.37","1,195.82","618.46M","0.11%"
"Apr 22, 2019","1,198.89","1,204.71","1,205.36","1,197.34","305.73M","-1.02%"
"Apr 19, 2019","1,211.22","1,216.07","1,218.18","1,209.97","289.61M","-0.15%"
"Apr 18, 2019","1,212.98","1,227.12","1,227.52","1,209.91","768.95M","-1.50%"
"Apr 17, 2019","1,231.51","1,219.77","1,238.83","1,218.88","913.04M","1.60%"
"Apr 16, 2019","1,212.09","1,196.42","1,215.76","1,196.42","774.33M","1.87%"
"Apr 15, 2019","1,189.85","1,198.40","1,208.56","1,189.85","564.29M","-1.00%"
"Apr 12, 2019","1,201.86","1,197.96","1,204.75","1,190.06","619.23M","-0.09%"
"Apr 11, 2019","1,202.98","1,218.66","1,223.58","1,202.72","725.08M","-1.06%"
"Apr 10, 2019","1,215.84","1,234.45","1,235.14","1,215.10","946.22M","-1.22%"
"Apr 09, 2019","1,230.91","1,230.12","1,240.18","1,222.66","1.00B","1.22%"
"Apr 08, 2019","1,216.06","1,242.77","1,244.00","1,212.73","846.90M","-1.94%"
"Apr 05, 2019","1,240.10","1,242.87","1,246.60","1,221.95","1.18B","0.51%"
"Apr 04, 2019","1,233.82","1,178.83","1,233.82","1,176.10","1.13B","4.66%"
"Apr 03, 2019","1,178.85","1,174.76","1,184.86","1,172.76","795.48M","1.04%"
"Apr 02, 2019","1,166.73","1,168.25","1,191.47","1,162.42","926.37M","-0.69%"
"Apr 01, 2019","1,174.86","1,176.49","1,189.90","1,149.14","1.21B","-0.05%"
"Mar 29, 2019","1,175.50","1,158.84","1,181.62","1,150.45","982.05M","1.83%"
"Mar 28, 2019","1,154.42","1,140.66","1,174.73","1,135.42","1.72B","0.35%"
"Mar 27, 2019","1,150.38","1,227.86","1,229.58","1,131.97","1.63B","-5.86%"
"Mar 26, 2019","1,222.05","1,256.29","1,259.61","1,218.26","1.18B","-2.05%"
"Mar 25, 2019","1,247.57","1,256.01","1,260.79","1,236.31","1.29B","-0.46%"
"Mar 22, 2019","1,253.32","1,301.10","1,302.39","1,251.02","1.39B","-3.46%"
"Mar 21, 2019","1,298.21","1,303.06","1,309.01","1,285.70","1.18B","0.15%"
"Mar 20, 2019","1,296.21","1,316.69","1,320.53","1,294.86","1.49B","-1.67%"
"Mar 19, 2019","1,318.29","1,315.46","1,332.73","1,308.06","1.28B","0.25%"
"Mar 18, 2019","1,315.01","1,302.39","1,318.04","1,302.39","998.33M","1.47%"
"Mar 15, 2019","1,296.01","1,292.05","1,297.09","1,287.79","1.17B","0.76%"
"Mar 14, 2019","1,286.27","1,285.06","1,291.55","1,280.91","894.33M","0.17%"
"Mar 13, 2019","1,284.05","1,278.12","1,288.66","1,269.45","820.94M","0.54%"
"Mar 12, 2019","1,277.11","1,271.15","1,281.56","1,265.84","779.87M","1.09%"
"Mar 11, 2019","1,263.32","1,275.07","1,280.98","1,260.81","732.27M","-0.61%"
"Mar 08, 2019","1,271.08","1,280.46","1,282.41","1,262.72","736.20M","-0.66%"
"Mar 07, 2019","1,279.53","1,299.00","1,304.03","1,279.39","961.09M","-1.06%"
"Mar 06, 2019","1,293.28","1,302.56","1,313.41","1,291.51","846.51M","-0.45%"
"Mar 05, 2019","1,299.08","1,301.69","1,313.84","1,295.37","1.17B","-0.50%"
"Mar 04, 2019","1,305.61","1,297.62","1,310.89","1,295.49","898.93M","0.89%"
"Mar 01, 2019","1,294.11","1,314.96","1,316.87","1,290.63","884.35M","-1.46%"
"Feb 28, 2019","1,313.28","1,308.82","1,320.60","1,308.15","810.86M","0.44%"
"Feb 27, 2019","1,307.58","1,319.62","1,321.62","1,307.11","880.88M","-0.90%"
"Feb 26, 2019","1,319.47","1,307.51","1,319.47","1,302.96","839.28M","0.78%"
"Feb 25, 2019","1,309.20","1,304.21","1,320.01","1,304.21","992.73M","1.09%"
"Feb 22, 2019","1,295.12","1,291.53","1,298.81","1,287.81","723.82M","0.64%"
"Feb 21, 2019","1,286.86","1,282.61","1,292.69","1,276.95","755.76M","0.41%"
"Feb 20, 2019","1,281.63","1,284.78","1,291.55","1,276.38","771.06M","-0.01%"
"Feb 19, 2019","1,281.72","1,283.24","1,284.99","1,268.16","844.67M","-0.00%"
"Feb 18, 2019","1,281.73","1,297.60","1,301.36","1,281.73","907.63M","-1.11%"
"Feb 15, 2019","1,296.12","1,286.72","1,299.75","1,275.07","947.80M","0.64%"
"Feb 14, 2019","1,287.86","1,283.28","1,294.34","1,269.85","1.09B","0.67%"
"Feb 13, 2019","1,279.34","1,313.21","1,314.84","1,279.32","1.07B","-1.99%"
"Feb 12, 2019","1,305.38","1,317.39","1,321.46","1,300.05","1.05B","-0.66%"
"Feb 11, 2019","1,314.08","1,298.62","1,318.21","1,298.32","941.65M","2.09%"
"Feb 08, 2019","1,287.12","1,286.94","1,291.21","1,282.97","712.49M","-0.33%"
"Feb 07, 2019","1,291.38","1,290.89","1,293.23","1,279.41","892.25M","0.21%"
"Feb 06, 2019","1,288.70","1,295.28","1,297.66","1,276.69","1.02B","-0.06%"
"Feb 05, 2019","1,289.51","1,293.09","1,307.83","1,279.56","1.14B","0.28%"
"Feb 04, 2019","1,285.97","1,296.24","1,302.82","1,281.62","729.30M","-0.70%"
"Feb 01, 2019","1,295.06","1,311.36","1,314.57","1,291.39","917.09M","-1.29%"
"Jan 31, 2019","1,311.94","1,330.78","1,336.21","1,303.09","1.40B","-0.08%"
"Jan 30, 2019","1,313.04","1,312.88","1,323.15","1,303.88","1.17B","0.06%"
"Jan 29, 2019","1,312.21","1,276.64","1,312.21","1,272.97","1.03B","2.86%"
"Jan 28, 2019","1,275.76","1,282.68","1,296.25","1,275.06","894.37M","-0.55%"
"Jan 25, 2019","1,282.76","1,289.26","1,291.52","1,277.30","969.54M","-0.11%"
"Jan 24, 2019","1,284.23","1,268.61","1,284.23","1,266.03","1.15B","1.57%"
"Jan 23, 2019","1,264.42","1,260.45","1,270.41","1,250.38","1.16B","0.37%"
"Jan 22, 2019","1,259.74","1,236.60","1,259.74","1,234.34","1.16B","1.92%"
"Jan 21, 2019","1,235.97","1,246.06","1,262.15","1,231.71","1.15B","-0.67%"
"Jan 18, 2019","1,244.28","1,228.65","1,247.41","1,226.07","1.02B","1.70%"
"Jan 17, 2019","1,223.53","1,205.32","1,231.37","1,200.24","1.35B","1.56%"
"Jan 16, 2019","1,204.76","1,175.14","1,204.95","1,170.68","1.19B","2.73%"
"Jan 15, 2019","1,172.76","1,165.09","1,174.21","1,163.36","792.23M","1.33%"
"Jan 14, 2019","1,157.41","1,140.34","1,157.41","1,134.87","628.89M","0.51%"
"Jan 11, 2019","1,151.58","1,148.61","1,155.99","1,145.78","586.65M","0.61%"
"Jan 10, 2019","1,144.55","1,146.12","1,153.68","1,138.04","715.50M","-0.07%"
"Jan 09, 2019","1,145.30","1,144.41","1,148.91","1,137.43","845.93M","0.46%"
"Jan 08, 2019","1,140.09","1,133.26","1,141.26","1,121.97","715.42M","0.99%"
"Jan 07, 2019","1,128.94","1,122.05","1,132.83","1,119.40","701.63M","1.34%"
"Jan 04, 2019","1,113.97","1,101.21","1,117.82","1,101.21","693.41M","1.75%"
"Jan 03, 2019","1,094.85","1,105.08","1,122.25","1,094.85","687.41M","-1.48%"
"Jan 02, 2019","1,111.31","1,139.45","1,139.52","1,108.16","558.95M","-2.81%"
"Dec 31, 2018","1,143.43","1,137.16","1,144.07","1,131.05","260.58M","0.87%"
"Dec 28, 2018","1,133.52","1,144.04","1,148.65","1,129.62","385.98M","-0.67%"
"Dec 27, 2018","1,141.17","1,150.24","1,152.07","1,137.32","403.66M","0.13%"
"Dec 26, 2018","1,139.67","1,141.06","1,144.59","1,135.06","199.44M","0.24%"
"Dec 25, 2018","1,136.99","1,139.34","1,142.73","1,132.92","248.97M","-0.81%"
"Dec 24, 2018","1,146.33","1,154.34","1,158.61","1,146.01","410.69M","-0.42%"
"Dec 21, 2018","1,151.20","1,150.03","1,156.29","1,138.18","696.94M","-0.00%"
"Dec 20, 2018","1,151.22","1,151.54","1,158.34","1,144.23","677.89M","-0.82%"
"Dec 19, 2018","1,160.69","1,145.29","1,160.85","1,141.39","713.09M","1.65%"
"Dec 18, 2018","1,141.90","1,122.21","1,141.90","1,120.84","611.63M","1.39%"
"Dec 17, 2018","1,126.21","1,132.68","1,138.95","1,124.30","434.69M","-0.50%"
"Dec 14, 2018","1,131.92","1,138.01","1,140.11","1,116.08","659.92M","-0.88%"
"Dec 13, 2018","1,141.96","1,130.87","1,143.59","1,129.59","636.76M","1.56%"
"Dec 12, 2018","1,124.42","1,150.66","1,153.51","1,123.90","851.46M","-1.86%"
"Dec 11, 2018","1,145.77","1,152.67","1,156.06","1,143.94","661.11M","-0.39%"
"Dec 10, 2018","1,150.28","1,163.38","1,165.83","1,149.66","577.20M","-1.65%"
"Dec 07, 2018","1,169.63","1,166.31","1,171.15","1,161.91","595.80M","1.10%"
"Dec 06, 2018","1,156.93","1,165.53","1,169.87","1,150.87","663.31M","-1.28%"
"Dec 05, 2018","1,171.94","1,159.62","1,175.19","1,156.99","832.85M","0.02%"
"Dec 04, 2018","1,171.75","1,182.40","1,194.49","1,166.78","921.90M","-1.36%"
"Dec 03, 2018","1,187.88","1,205.63","1,211.77","1,187.88","1.02B","-0.45%"
"Nov 30, 2018","1,193.25","1,188.77","1,193.25","1,181.27","1.06B","0.38%"
"Nov 29, 2018","1,188.68","1,188.20","1,195.19","1,184.58","804.92M","1.04%"
"Nov 28, 2018","1,176.44","1,173.10","1,184.18","1,173.10","701.32M","0.57%"
"Nov 27, 2018","1,169.78","1,177.73","1,180.58","1,164.04","818.95M","-0.73%"
"Nov 26, 2018","1,178.43","1,173.33","1,186.32","1,172.35","893.08M","1.04%"
"Nov 23, 2018","1,166.32","1,160.13","1,166.32","1,152.88","501.18M","0.47%"
"Nov 22, 2018","1,160.87","1,162.39","1,165.61","1,151.05","503.60M","-0.09%"
"Nov 21, 2018","1,161.96","1,153.27","1,161.96","1,147.55","722.41M","1.16%"
"Nov 20, 2018","1,148.58","1,182.20","1,184.37","1,147.11","914.00M","-3.18%"
"Nov 19, 2018","1,186.31","1,172.85","1,186.94","1,172.85","680.95M","1.02%"
"Nov 16, 2018","1,174.33","1,176.61","1,184.25","1,162.73","671.99M","0.35%"
"Nov 15, 2018","1,170.23","1,174.43","1,180.61","1,162.80","909.14M","-0.16%"
"Nov 14, 2018","1,172.05","1,159.25","1,177.78","1,152.31","1.04B","0.84%"
"Nov 13, 2018","1,162.30","1,145.35","1,167.76","1,142.05","850.22M","1.58%"
"Nov 12, 2018","1,144.25","1,162.39","1,171.83","1,144.25","696.50M","-1.39%"
"Nov 09, 2018","1,160.42","1,166.18","1,170.74","1,151.82","850.92M","-0.68%"
"Nov 08, 2018","1,168.32","1,196.40","1,197.71","1,165.36","1.04B","-2.35%"
"Nov 07, 2018","1,196.40","1,184.58","1,203.82","1,178.66","966.14M","0.87%"
"Nov 06, 2018","1,186.03","1,203.82","1,205.56","1,177.84","1.05B","-1.30%"
"Nov 05, 2018","1,201.68","1,181.47","1,201.68","1,171.12","1.04B","2.14%"
"Nov 02, 2018","1,176.50","1,154.98","1,183.21","1,154.98","1.19B","1.98%"
"Nov 01, 2018","1,153.66","1,124.81","1,154.27","1,120.62","845.29M","2.58%"
"Oct 31, 2018","1,124.59","1,127.65","1,146.38","1,110.85","967.27M","0.25%"
"Oct 30, 2018","1,121.73","1,133.26","1,140.40","1,102.79","863.27M","-0.65%"
"Oct 26, 2018","1,129.12","1,171.84","1,172.57","1,129.12","707.06M","-3.41%"
"Oct 25, 2018","1,168.95","1,146.09","1,168.95","1,143.31","832.74M","1.53%"
"Oct 24, 2018","1,151.33","1,167.36","1,170.94","1,151.33","762.95M","-0.93%"
"Oct 23, 2018","1,162.10","1,167.33","1,174.16","1,148.33","975.48M","-1.21%"
"Oct 22, 2018","1,176.28","1,208.71","1,211.23","1,176.28","763.07M","-1.86%"
"Oct 19, 2018","1,198.53","1,217.18","1,218.73","1,196.69","868.45M","-1.17%"
"Oct 18, 2018","1,212.78","1,232.09","1,234.48","1,209.04","936.26M","-1.64%"
"Oct 17, 2018","1,233.04","1,236.38","1,240.51","1,219.61","1.17B","0.54%"
"Oct 16, 2018","1,226.43","1,227.34","1,236.31","1,218.63","1.11B","-0.21%"
"Oct 15, 2018","1,229.02","1,212.00","1,234.98","1,211.82","1.27B","2.15%"
"Oct 12, 2018","1,203.10","1,191.37","1,212.02","1,159.28","1.47B","2.07%"
"Oct 11, 2018","1,178.72","1,168.36","1,183.21","1,161.70","931.02M","0.33%"
"Oct 10, 2018","1,174.82","1,208.34","1,209.57","1,174.82","1.10B","-2.44%"
"Oct 09, 2018","1,204.16","1,197.87","1,208.91","1,185.93","1.23B","0.91%"
"Oct 08, 2018","1,193.36","1,164.52","1,194.89","1,160.03","1.14B","1.53%"
"Oct 05, 2018","1,175.37","1,168.58","1,177.12","1,153.50","1.01B","0.33%"
"Oct 04, 2018","1,171.52","1,201.03","1,201.32","1,171.41","1.04B","-2.61%"
"Oct 03, 2018","1,202.97","1,216.15","1,223.00","1,200.50","1.07B","-1.03%"
"Oct 02, 2018","1,215.49","1,218.62","1,222.56","1,204.70","1.06B","-0.40%"
"Oct 01, 2018","1,220.32","1,240.46","1,248.75","1,220.32","1.38B","-1.55%"
"Sep 28, 2018","1,239.51","1,245.09","1,246.51","1,229.42","1.66B","-0.33%"
"Sep 27, 2018","1,243.60","1,228.28","1,248.96","1,225.78","1.71B","1.14%"
"Sep 26, 2018","1,229.63","1,234.54","1,237.63","1,216.08","965.11M","-0.18%"
"Sep 25, 2018","1,231.80","1,242.90","1,243.99","1,222.04","1.38B","-0.32%"
"Sep 24, 2018","1,235.72","1,217.38","1,235.76","1,210.52","1.54B","1.79%"
"Sep 21, 2018","1,214.02","1,193.46","1,214.02","1,193.46","980.23M","2.23%"
"Sep 20, 2018","1,187.51","1,198.43","1,204.03","1,179.90","1.53B","-0.52%"
"Sep 19, 2018","1,193.70","1,178.16","1,195.71","1,173.80","1.09B","2.00%"
"Sep 18, 2018","1,170.30","1,169.05","1,177.40","1,166.64","703.88M","0.51%"
"Sep 17, 2018","1,164.33","1,164.09","1,173.01","1,156.80","803.53M","-0.39%"
"Sep 14, 2018","1,168.89","1,175.60","1,189.28","1,164.00","1.25B","0.42%"
"Sep 13, 2018","1,163.95","1,135.52","1,166.68","1,123.68","1.24B","2.45%"
"Sep 12, 2018","1,136.12","1,143.28","1,153.15","1,132.60","740.51M","-0.16%"
"Sep 11, 2018","1,137.93","1,130.29","1,142.01","1,124.97","584.10M","0.87%"
"Sep 10, 2018","1,128.08","1,149.42","1,150.97","1,127.87","660.71M","-1.56%"
"Sep 07, 2018","1,145.91","1,143.34","1,151.49","1,135.05","680.27M","0.67%"
"Sep 06, 2018","1,138.32","1,144.12","1,156.96","1,138.32","538.72M","-0.17%"
"Sep 05, 2018","1,140.31","1,144.05","1,152.54","1,134.37","727.64M","-0.47%"
"Sep 04, 2018","1,145.71","1,160.40","1,163.36","1,141.90","626.94M","-0.90%"
"Sep 03, 2018","1,156.16","1,137.41","1,166.98","1,136.21","795.49M","1.05%"
"Aug 31, 2018","1,144.10","1,157.05","1,159.26","1,137.41","757.27M","-0.86%"
"Aug 29, 2018","1,154.01","1,155.74","1,167.42","1,148.09","783.97M","-0.74%"
"Aug 28, 2018","1,162.61","1,128.39","1,164.11","1,124.14","897.07M","2.98%"
"Aug 27, 2018","1,129.01","1,126.96","1,129.91","1,113.23","662.22M","1.06%"
"Aug 20, 2018","1,117.12","1,102.42","1,122.34","1,101.73","289.98M","1.58%"
"Aug 17, 2018","1,099.75","1,066.05","1,100.19","1,042.60","1.05B","2.42%"
"Aug 16, 2018","1,073.72","1,130.30","1,131.35","1,073.72","1.23B","-3.66%"
"Aug 15, 2018","1,114.49","1,174.44","1,176.65","1,111.48","1.33B","-3.26%"
"Aug 14, 2018","1,152.10","1,170.98","1,179.05","1,144.40","1.38B","0.74%"
"Aug 13, 2018","1,143.65","1,161.65","1,161.65","1,093.82","2.02B","-2.57%"
"Aug 10, 2018","1,173.76","1,180.23","1,210.45","1,097.34","1.75B","-2.15%"
"Aug 09, 2018","1,199.51","1,177.28","1,220.24","1,175.06","1.73B","0.28%"
